Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL
23.24,False,False,False,51539,,Asian Art,1923.0,Hanging scroll,,China,Ming (1368–1644) or Qing (1644–1911) dynasty,,,,3750,Artist, ,Unidentified artist, , ,Unidentified artist, ,          ,          ,,,,,1368,1911,Hanging scroll,53 x 27 1/2 in. (134.6 x 69.9 cm),"Gift of George W. Bachman, 1923",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51539,,,"Metropolitan Museum of Art, New York, NY",,,
23.33.1,False,False,True,51540,,Asian Art,1923.0,Album leaf,,China,Ming dynasty (1368–1644),,,,375021417,Artist|Artist, |Formerly Attributed to,Unidentified artist|Gu Kaizhi, |344–405, | ,Unidentified artist|Gu Kaizhi, |Chinese,          |0344      ,          |0405      ,|,|http://vocab.getty.edu/page/ulan/500120602,|https://www.wikidata.org/wiki/Q378555,,1368,1644,Album leaf; ink and color on silk,7 1/8 x 8 7/8 in. (18.1 x 22.5 cm),"Rogers Fund, 1923",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51540,https://www.wikidata.org/wiki/Q78810585,,"Metropolitan Museum of Art, New York, NY",Emperors|Men|Women,http://vocab.getty.edu/page/aat/300025480|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q39018|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467
23.33.2,False,False,True,51541,,Asian Art,1923.0,Album leaf,,China,Ming (1368–1644) or Qing (1644–1911) dynasty,,,,375021708,Artist|Artist, |Formerly Attributed to,Unidentified artist|Pei Kuan," |Chinese, Tang dynasty", | ,Unidentified artist|Pei Kuan, |Chinese,          |          ,          |          ,|,|,|,,1368,1911,Album leaf; ink and color on silk,15 x 15 3/4 in. (38.1 x 40 cm),"Rogers Fund, 1923",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51541,https://www.wikidata.org/wiki/Q78810450,,"Metropolitan Museum of Art, New York, NY",Mountains,http://vocab.getty.edu/page/aat/300008795,https://www.wikidata.org/wiki/Q8502
23.33.4,False,False,True,51542,,Asian Art,1923.0,Handscroll,,China,Ming (1368–1644) or Qing (1644–1911) dynasty,,,,3750,Artist, ,Unidentified artist, ,"Chinese, 16th century",Unidentified artist, ,          ,          ,,,,,1368,1911,Handscroll; on silk,20 x 46 1/2 in. (50.8 x 118.1 cm),"Rogers Fund, 1923",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51542,,,"Metropolitan Museum of Art, New York, NY",,,
23.33.6,False,False,True,51543,,Asian Art,1923.0,Album leaf,,China,Song dynasty (?) (960–1279),,,,3750,Artist, ,Unidentified artist, , ,Unidentified artist, ,          ,          ,,,,,960,1279,Album leaf; ink and color on silk,9 3/8 x 7 1/2 in. (23.8 x 19.1 cm),"Rogers Fund, 1923",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51543,https://www.wikidata.org/wiki/Q78810373,,"Metropolitan Museum of Art, New York, NY",Peonies|Leaves,http://vocab.getty.edu/page/aat/300380052|http://vocab.getty.edu/page/aat/300011892,https://www.wikidata.org/wiki/Q147105|https://www.wikidata.org/wiki/Q33971
23.53,False,False,True,51544,,Asian Art,1923.0,Handscroll,,China,Ming (1368–1644) or Qing (1644–1911) dynasty,,,,375021164,Artist|Artist, |In the Style of,Unidentified artist|Zhao Mengfu," |Chinese, 1254–1322", | ,Unidentified artist|Zhao Mengfu, |Chinese,          |1254      ,          |1322      ,|,|http://vocab.getty.edu/page/ulan/500121418,|https://www.wikidata.org/wiki/Q197461,,1368,1911,Handscroll; ink and color on silk,10 5/8 × 34 1/2 in. (27 × 87.6 cm),"Gift of Lewis Cass Ledyard, 1923",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51544,https://www.wikidata.org/wiki/Q78810299,,"Metropolitan Museum of Art, New York, NY",Men|Benches|Chairs,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300038494|http://vocab.getty.edu/page/aat/300037772,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q204776|https://www.wikidata.org/wiki/Q15026
23.117,False,False,False,51545,,Asian Art,1923.0,Hanging scroll,,China,Ming (1368–1644) or Qing (1644–1911) dynasty,,,,375021708,Artist|Artist, |Formerly Attributed to,Unidentified artist|Zhao Boju," |Chinese, 11th century", | ,Unidentified artist|Zhao Boju, |Chinese,          |1000      ,          |1099      ,|,|,|,,1368,1911,Hanging scroll; ink and color on silk,28 1/2 x 18 3/4 in. (72.4 x 47.6 cm),"Gift of Vladimir G. Simkhovitch, 1923",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51545,,,"Metropolitan Museum of Art, New York, NY",,,
23.142.1,False,False,True,51546,,Asian Art,1923.0,Hanging scroll,,China,Song (960–1279) or Qing (1644–1911) dynasty (?),,,,1557,Artist,In the style of,Chen Rong,active 1235–62, ,Chen Rong,Chinese,1235      ,1262      ,,http://vocab.getty.edu/page/ulan/500125632,https://www.wikidata.org/wiki/Q2739948,,960,1911,"Hanging scroll, framed; ink on silk","63 x 38 1/2 in. (160 x 97.8 cm)
","Fletcher Fund, 1923",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51546,https://www.wikidata.org/wiki/Q78810252,,"Metropolitan Museum of Art, New York, NY",Dragons,http://vocab.getty.edu/page/aat/300375726,https://www.wikidata.org/wiki/Q7559
23.142.2,False,False,True,51547,,Asian Art,1923.0,Hanging scroll,,China,Ming (1368–1644) or Qing (1644–1911) dynasty,,,,375021709,Artist|Artist, |Formerly Attributed to,Unidentified artist|Zhao Gan, |Chinese, | ,Unidentified artist|Zhao Gan, |Chinese,          |          ,          |          ,|,|,|,,1368,1911,Hanging scroll; on silk,67 3/4 x 40 in. (172.1 x 101.6 cm),"Fletcher Fund, 1923",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51547,https://www.wikidata.org/wiki/Q78810249,,"Metropolitan Museum of Art, New York, NY",Landscapes|Men,http://vocab.getty.edu/page/aat/300132294|http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q191163|https://www.wikidata.org/wiki/Q8441
24.44,False,False,True,51548,,Asian Art,1924.0,Handscroll,壺天樂聚|Merry Gatherings in the Magic Jar,China,Song dynasty (960–1279),,,,1256,Artist, ,Gong Kai,"Chinese, 1222–after 1304", ,Gong Kai,Chinese,1222      ,1310      ,,http://vocab.getty.edu/page/ulan/500125642,https://www.wikidata.org/wiki/Q3110486,,1222,1279,Handscroll; ink on paper,11 3/4 in. × 14 ft. 2 in. (29.8 × 431.8 cm),"Rogers Fund, 1924",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51548,https://www.wikidata.org/wiki/Q78810246,,"Metropolitan Museum of Art, New York, NY",Landscapes|Men,http://vocab.getty.edu/page/aat/300132294|http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q191163|https://www.wikidata.org/wiki/Q8441
25.18,False,False,False,51549,,Asian Art,1925.0,Hanging scroll,,China,"Qing dynasty (1644–1911), Kangxi period (1662–1722)",,,,3750,Artist, ,Unidentified artist, , ,Unidentified artist, ,          ,          ,,,,,1662,1722,Hanging scroll; on paper,"28 1/2 x 21 5/8in. (72.4 x 54.9cm)
","Rogers Fund, 1925",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51549,,,"Metropolitan Museum of Art, New York, NY",,,
25.21a–h,False,False,True,51550,,Asian Art,1925.0,Hanging scrolls,清  佚名  中國地圖  屏風|Map of China,China,late Ming dynasty (?) (1368–1644),,,,3750,Artist, ,Unidentified artist, ,Chinese,Unidentified artist, ,          ,          ,,,,,1368,1644,Eight hanging scrolls; ink and color on silk,Approx. each: 15 3/4 x 96 in. (40 x 243.8 cm),"Gift of Yamanaka & Co., 1925",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51550,https://www.wikidata.org/wiki/Q78810142,,"Metropolitan Museum of Art, New York, NY",Maps,http://vocab.getty.edu/page/aat/300028094,https://www.wikidata.org/wiki/Q4006
26.114.1,False,False,False,51551,,Asian Art,1926.0,Hanging scroll,,China,Yuan (1271–1368) or Ming (1368–1644) dynasty,,,,375021709,Artist|Artist, |Formerly Attributed to,Unidentified artist|Song Di, |Chinese, | ,Unidentified artist|Song Di, |Chinese,          |          ,          |          ,|,|,|,,1271,1644,Hanging scroll; on silk,66 1/4 x 35 1/2 in. (168.3 x 90.2 cm),"Gift of Ellis G. Seymour, 1926",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51551,,,"Metropolitan Museum of Art, New York, NY",,,
26.114.2,False,False,False,51552,,Asian Art,1926.0,Hanging scroll,,China,Ming dynasty (1368–1644),,,,,,,,,,,,,,,,,,1368,1644,Hanging scroll; on silk,37 x 44 in. (94.0 x 111.8 cm),"Gift of Ellis G. Seymour, 1926",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51552,,,"Metropolitan Museum of Art, New York, NY",,,
26.115.1,False,False,False,51553,,Asian Art,1926.0,Hanging scroll,,China,Ming (1368–1644) or Qing (1644–1911) dynasty,,,,375021369,Artist|Artist, |Formerly Attributed to,Unidentified artist|Zhao Chang," |Chinese, active 10th–11th century","Chinese, 16th century| ",Unidentified artist|Zhao Chang, |Chinese,          |0925      ,          |1025      ,|,|http://vocab.getty.edu/page/ulan/500125729,|https://www.wikidata.org/wiki/Q3575387,,1368,1911,Hanging scroll; on silk,62 7/8 x 20 1/4 in. (159.7 x 51.4 cm),"Gift of Ellis G. Seymour, 1926",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51553,,,"Metropolitan Museum of Art, New York, NY",,,
26.115.2,False,False,False,51554,,Asian Art,1926.0,Hanging scroll,,China,Ming (1368–1644) or Qing (1644–1911) dynasty,,,,3750,Artist, ,Unidentified artist, , ,Unidentified artist, ,          ,          ,,,,,1368,1911,Hanging scroll; silk,26 1/2 x 13 1/8 in. (67.3 x 33.3 cm),"Gift of Ellis G. Seymour, 1926",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51554,,,"Metropolitan Museum of Art, New York, NY",,,
27.63,False,False,True,51555,,Asian Art,1927.0,Matted painting,,China,,,,,3750,Artist, ,Unidentified artist, , ,Unidentified artist, ,          ,          ,,,,dated 690–691,500,800,Ink and color on paper,Image: 27 3/4 x 20 3/8 in. (70.5 x 51.8 cm),"Rogers Fund, 1927",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51555,,,"Metropolitan Museum of Art, New York, NY",,,
27.70,False,False,True,51556,,Asian Art,1927.0,Handscroll,,China,Tang dynasty (618–907),,,,3750,Artist, ,Unidentified artist, , ,Unidentified artist, ,          ,          ,,,,dated 797,797,797,Handscroll; ink and color on paper,11 1/2 x 52 1/2 in. (29.2 x 133.4 cm),"Fletcher Fund, 1927",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51556,https://www.wikidata.org/wiki/Q78810135,,"Metropolitan Museum of Art, New York, NY",Human Figures|Buddhism|Buddha,http://vocab.getty.edu/page/aat/300404114|http://vocab.getty.edu/page/aat/300073738|http://vocab.getty.edu/page/aat/300262950,https://www.wikidata.org/wiki/Q5937779|https://www.wikidata.org/wiki/Q748|https://www.wikidata.org/wiki/Q7055
28.204,False,False,False,51558,,Asian Art,1928.0,Hanging scroll,,China,,,,,1254,Artist, ,Li Moshi,active early 20th century, ,Li Moshi,Chinese,1900      ,1935      ,,,,dated 1927,1927,1927,Hanging scroll; fingernail painting on paper,99 x 22 in. (251.5 x 55.9 cm),"Gift of the artist through Owen F. Roberts, 1928",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51558,,,"Metropolitan Museum of Art, New York, NY",,,
29.100.443,False,False,True,51559,,Asian Art,1929.0,Hanging scroll,,China,Ming (1368–1644) or Qing (1644–1911) dynasty,,,,375021157,Artist|Artist, |In the style of,Unidentified artist|Li Gonglin," |Chinese, ca. 1041–1106", | ,Unidentified artist|Li Gonglin, |Chinese,          |1041      ,          |1106      ,|,|http://vocab.getty.edu/page/ulan/500332980,|https://www.wikidata.org/wiki/Q716389,,1368,1911,Hanging scroll; color on silk,"Image: 47 3/4 × 18 1/4 in. (121.3 × 46.4 cm)
Overall with mounting: 84 × 24 1/4 in. (213.4 × 61.6 cm)
Overall with knobs: 84 × 26 1/2 in. (213.4 × 67.3 cm)","H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51559,https://www.wikidata.org/wiki/Q78810015,,"Metropolitan Museum of Art, New York, NY",Scrolls|Women,http://vocab.getty.edu/page/aat/300028629|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q720106|https://www.wikidata.org/wiki/Q467
29.100.463,False,False,False,51560,,Asian Art,1929.0,Hanging scroll,,China,Ming (1368–1644) or Qing (1644–1911) dynasty,,,,3750,Artist, ,Unidentified artist, , ,Unidentified artist, ,          ,          ,,,,,1368,1911,Hanging scroll; ink and color on paper,53 5/8 x 22 3/8 in. (136.2 x 56.8 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51560,,,"Metropolitan Museum of Art, New York, NY",,,
29.100.465,False,False,False,51561,,Asian Art,1929.0,Hanging scroll,,China,Ming (1368–1644) or Qing (1644–1911) dynasty,,,,375021158,Artist|Artist, |In the style of,Unidentified artist|Mi Fu," |Chinese, 1051–1107", | ,Unidentified artist|Mi Fu, |Chinese,          |1051      ,          |1107      ,|,|http://vocab.getty.edu/page/ulan/500329975,|https://www.wikidata.org/wiki/Q320129,,1368,1911,Hanging scroll; ink on silk,43 1/4 x 17 1/8 in. (109.9 x 43.5 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51561,,,"Metropolitan Museum of Art, New York, NY",,,
29.100.467,False,False,False,51562,,Asian Art,1929.0,Hanging scroll,,China,Ming dynasty (1368–1644) (?),,,,37502139781710,Artist|Artist|Artist, |In the style of|Formerly Attributed to,Unidentified artist|Luo Xinzhong|Jigushinshu, |active 13th century|Chinese, | | ,Unidentified artist|Luo Xinzhong|Jigushinshu, |Chinese|Chinese,          |0013      |          ,          |0013      |          ,||,||,||,,1368,1644,Hanging scroll; ink and color on silk,"Overall: 55 3/16 x 31 3/16 in. (140.2 x 79.2 cm)
Overall with mounting: 99 1/8 x 37 7/8 in. (251.8 x 96.2 cm)
Overall with knobs: 99 1/8 x 40 5/8 in. (251.8 x 103.2 cm)","H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51562,,,"Metropolitan Museum of Art, New York, NY",,,
29.100.468,False,False,True,51563,,Asian Art,1929.0,Painting,,China,Ming dynasty (?) (1368–1644),,,,375021179,Artist|Artist, |Formerly Attributed to,Unidentified artist|Gessen, |1721–1809, | ,Unidentified artist|Gessen, |Japanese,          |1721      ,          |1809      ,|,|http://vocab.getty.edu/page/ulan/500123159,|https://www.wikidata.org/wiki/Q11515845,,1368,1644,Painting; ink and color on silk,Image: 10 × 23 in. (25.4 × 58.4 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51563,https://www.wikidata.org/wiki/Q78809888,,"Metropolitan Museum of Art, New York, NY",Horses|Men|Dogs,http://vocab.getty.edu/page/aat/300250148|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300265714,https://www.wikidata.org/wiki/Q726|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q144
29.100.478,False,False,True,51564,,Asian Art,1929.0,Handscroll,明/清   佚名   海天旭日圖   卷|Sea and Sky at Sunrise,China,Ming dynasty (1368–1644),,,,3750,Artist, ,Unidentified artist, ,", fake signature of Zhao Boju (died ca. 1162)",Unidentified artist, ,          ,          ,,,,17th century,1600,1644,Handscroll; ink and color on silk,20 1/4 x 83 1/4 in. (51.4 x 211.5 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51564,https://www.wikidata.org/wiki/Q78809745,,"Metropolitan Museum of Art, New York, NY",Trees|Seascapes,http://vocab.getty.edu/page/aat/300132410|http://vocab.getty.edu/page/aat/300117546,https://www.wikidata.org/wiki/Q10884|https://www.wikidata.org/wiki/Q158607
29.100.479,False,False,False,51565,,Asian Art,1929.0,Handscroll,,China,Ming (1368–1644) or Qing (1644–1911) dynasty,,,,375021157,Artist|Artist, |In the style of,Unidentified artist|Li Gonglin," |Chinese, ca. 1041–1106", | ,Unidentified artist|Li Gonglin, |Chinese,          |1041      ,          |1106      ,|,|http://vocab.getty.edu/page/ulan/500332980,|https://www.wikidata.org/wiki/Q716389,,1368,1911,Handscroll; ink on paper,11 1/2 x 19 1/2 in. (29.2 x 49.5 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51565,,,"Metropolitan Museum of Art, New York, NY",,,
29.100.480,False,False,True,51566,,Asian Art,1929.0,Handscroll,,China,Ming (1368–1644) or Qing (1644–1911) dynasty,,,,375021164,Artist|Artist, |In the style of,Unidentified artist|Zhao Mengfu," |Chinese, 1254–1322", | ,Unidentified artist|Zhao Mengfu, |Chinese,          |1254      ,          |1322      ,|,|http://vocab.getty.edu/page/ulan/500121418,|https://www.wikidata.org/wiki/Q197461,,1368,1911,Handscroll; ink on silk,13 1/8 in. × 11 ft. 5 in. (33.3 × 348 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51566,https://www.wikidata.org/wiki/Q78809625,,"Metropolitan Museum of Art, New York, NY",Streams|Men,http://vocab.getty.edu/page/aat/300008699|http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q47521|https://www.wikidata.org/wiki/Q8441
29.100.481,False,False,True,51567,,Asian Art,1929.0,Handscroll,,China,Yuan dynasty (1271–1368),,,,375021164,Artist|Artist, |In the style of,Unidentified artist|Zhao Mengfu," |Chinese, 1254–1322", | ,Unidentified artist|Zhao Mengfu, |Chinese,          |1254      ,          |1322      ,|,|http://vocab.getty.edu/page/ulan/500121418,|https://www.wikidata.org/wiki/Q197461,dated 1309,1309,1309,Handscroll; ink and color on silk,15 3/8 in. × 13 ft. 2 1/2 in. (39.1 × 402.6 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51567,https://www.wikidata.org/wiki/Q78809503,,"Metropolitan Museum of Art, New York, NY",Men|Horses,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300250148,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q726
29.100.509,False,False,False,51568,,Asian Art,1929.0,Hanging scroll,,China,Early Ming dynasty (1368–1644),,,,375021157,Artist|Artist, |In the style of,Unidentified artist|Wen Tong," |Chinese, 1019–1079", | ,Unidentified artist|Wen Tong, |Chinese,          |1019      ,          |1079      ,|,|http://vocab.getty.edu/page/ulan/500328022,|https://www.wikidata.org/wiki/Q1288620,,1368,1644,Hanging scroll; ink on paper,19 7/8 x 11 1/8 in. (50.5 x 28.3 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51568,,,"Metropolitan Museum of Art, New York, NY",,,
29.100.521,False,False,True,51569,,Asian Art,1929.0,Hanging scroll,,China,Ming (1368–1644) or Qing (1644–1911) dynasty,,,,375021166,Artist|Artist, |Formerly Attributed to,Unidentified artist|Qian Xuan," |Chinese, 1239–1301", | ,Unidentified artist|QIAN XUAN, |Chinese,          |1239      ,          |1301      ,|,|http://vocab.getty.edu/page/ulan/500324493,|https://www.wikidata.org/wiki/Q951585,,1368,1911,Hanging scroll; ink and color on silk,23 1/8 x 30 in. (58.7 x 76.2 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/51569,https://www.wikidata.org/wiki/Q78809360,,"Metropolitan Museum of Art, New York, NY",Women|Pavilions|Beds|Tents,http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300002660|http://vocab.getty.edu/page/aat/300038697|http://vocab.getty.edu/page/aat/300005694,https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q276173|https://www.wikidata.org/wiki/Q42177|https://www.wikidata.org/wiki/Q170544
